ID,County,Jurisdiction,Precinct,Population,White,Black,Latino,Democrat,Republican,Libertarian,Green
P0757720000002,Jackson County,JACKSON,SUMMIT TOWNSHIP; 2,2562,2282,129,61,616,960,53,7
P0558704000001,Grand Traverse County,GD. TRAVERSE,WHITEWATER TOWNSHIP; 1,2597,2505,6,42,497,1065,63,19
P0818114000001,Kent County,KENT,TYRONE TOWNSHIP; 1,2600,2492,18,151,299,839,51,13
P0210782000002,Berrien County,BERRIEN,BERRIEN TOWNSHIP; 2,2547,2151,158,253,252,636,52,7
P0997646000006,Macomb County,MACOMB,STERLING HEIGHTS CITY; 6,2549,2055,157,53,454,576,36,6
P0933610000004,Livingston County,LIVINGSTON,HAMBURG TOWNSHIP; 4,2604,2534,5,41,692,896,65,15
P0933610000005,Livingston County,LIVINGSTON,HAMBURG TOWNSHIP; 5,2608,2542,13,34,500,775,74,28
P1496248000001,St. Joseph County,ST. JOSEPH,PARK TOWNSHIP; 1,2600,2461,70,62,384,743,56,8
P1256110000001,Oakland County,OAKLAND,ORION TOWNSHIP; 1,2604,2480,28,63,455,815,74,20
P1618916000014,Washtenaw County,WASHTENAW,YPSILANTI TOWNSHIP; 14,2525,1570,779,85,979,389,46,17
P1258686000009,Oakland County,OAKLAND,WHITE LAKE TOWNSHIP; 9,2589,2495,18,61,519,785,62,16
P0991652000044,Macomb County,MACOMB,CLINTON TOWNSHIP; 44,2571,2283,150,71,621,1009,52,12
P0452152000002,Eaton County,EATON,DELTA TOWNSHIP; 2,2575,2299,97,101,803,774,69,12
P0818894002019,Kent County,KENT,WYOMING CITY; Ward 2; Precinct 19,2536,1971,207,406,605,538,51,26
P1393980003001,Ottawa County,OTTAWA,HUDSONVILLE CITY; Ward 3; Precinct 1,2607,2510,19,55,293,1215,68,6
P0813400001020,Kent County,KENT,GRAND RAPIDS CITY; Ward 1; Precinct 20,2602,2466,33,86,747,856,52,23
P1635900000007,Wayne County,WAYNE,NORTHVILLE TOWNSHIP; 7,2598,2295,98,53,707,758,69,11
P0210782000001,Berrien County,BERRIEN,BERRIEN TOWNSHIP; 1,2537,2102,166,182,463,727,57,18
P1250410500008,Oakland County,OAKLAND,AUBURN HILLS CITY; 8,2523,1444,621,206,600,358,41,14
P1396900000001,Ottawa County,OTTAWA,ROBINSON TOWNSHIP; 1,2608,2539,1,52,424,859,54,12
P0933610000002,Livingston County,LIVINGSTON,HAMBURG TOWNSHIP; 2,2598,2514,11,27,604,896,71,19
P0378440000002,Clinton County,CLINTON,WATERTOWN TOWNSHIP; 2,2563,2356,40,144,714,832,61,11
P1394152000003,Ottawa County,OTTAWA,JAMESTOWN TOWNSHIP; 3,2612,2533,14,69,285,1298,71,10
P1251616000005,Oakland County,OAKLAND,CLAWSON CITY; 5,2576,2401,34,88,711,682,70,18
P1253872000003,Oakland County,OAKLAND,HOLLY TOWNSHIP; 3,2575,2410,39,98,438,887,63,14
P0754142003002,Jackson County,JACKSON,JACKSON CITY; Ward 3; Precinct 2,2494,2025,242,162,448,372,35,10
P1631312000018,Wayne County,WAYNE,CANTON TOWNSHIP; 18,2564,1790,88,47,691,500,40,6
P1393336000002,Ottawa County,OTTAWA,GRAND HAVEN TOWNSHIP; 2,2591,2492,3,40,580,688,62,17
P1251764000010,Oakland County,OAKLAND,COMMERCE TOWNSHIP; 10,2644,2496,33,50,550,876,41,17
P0492900001004,Genesee County,GENESEE,FLINT CITY; Ward 1; Precinct 4,2591,67,2453,37,835,15,3,5
P1610302000002,Washtenaw County,WASHTENAW,ANN ARBOR TOWNSHIP; 2,2567,1753,72,65,1129,264,30,17
P1457052000008,Saginaw County,SAGINAW,SAGINAW CITY; 8,2517,214,2026,270,849,25,7,3
P0813400003055,Kent County,KENT,GRAND RAPIDS CITY; Ward 3; Precinct 55,2590,1948,486,112,864,587,67,21
P1173510000001,Montcalm County,MONTCALM,GREENVILLE CITY; 1,2550,2349,16,183,286,419,58,17
P1491194000001,St. Joseph County,ST. JOSEPH,BURR OAK TOWNSHIP; 1,2622,2553,12,66,262,677,26,13
P1591744000001,Van Buren County,VAN BUREN,COLUMBIA TOWNSHIP; 1,2588,2215,68,372,348,599,33,15
P1258686000005,Oakland County,OAKLAND,WHITE LAKE TOWNSHIP; 5,2616,2484,43,68,572,941,65,15
P0053920000001,Allegan County,ALLEGAN,HOPKINS TOWNSHIP; 1,2601,2516,5,38,306,905,85,17
P0776556000010,Kalamazoo County,KALAMAZOO,PORTAGE CITY; 10,2592,2420,63,67,656,770,76,19
P0654600004042,Ingham County,INGHAM,LANSING CITY; Ward 4; Precinct 42,2452,1712,358,350,588,313,44,21
P0250592004006,Calhoun County,CALHOUN,BATTLE CREEK CITY; 6,2596,2274,95,92,620,783,61,15
P0210752004001,Berrien County,BERRIEN,BENTON HARBOR CITY; 4,2579,196,2295,49,827,57,5,3
P1215632001001,Muskegon County,MUSKEGON,MUSKEGON CITY; Ward 1; Precinct 1,2476,1361,871,192,562,177,22,4
P1630138000009,Wayne County,WAYNE,ALLEN PARK CITY; 9,2628,2465,60,167,597,595,51,11
P1610418000003,Washtenaw County,WASHTENAW,AUGUSTA TOWNSHIP; 3,2594,2315,154,61,519,749,49,28
P1035190000001,Marquette County,MARQUETTE,MARQUETTE CITY; 1,2582,2415,30,30,667,587,55,20
P0818894003028,Kent County,KENT,WYOMING CITY; Ward 3; Precinct 28,2592,2312,43,108,525,863,73,8
P0998400002044,Macomb County,MACOMB,WARREN CITY; Ward 2; Precinct 44,2572,1872,538,45,797,365,28,19
P0995048000014,Macomb County,MACOMB,MACOMB TOWNSHIP; 14,2627,2458,40,37,444,926,42,13
P1618916000008,Washtenaw County,WASHTENAW,YPSILANTI TOWNSHIP; 8,2553,1885,485,133,648,351,26,19
P1258424000026,Oakland County,OAKLAND,WATERFORD TOWNSHIP; 26,2538,2091,169,310,496,480,40,12
P1632200005124,Wayne County,WAYNE,DETROIT CITY; 124,2607,586,1869,43,619,26,12,11
P1252744000014,Oakland County,OAKLAND,FARMINGTON HILLS CITY; 14,2606,2307,185,57,864,791,74,21
P1250410500001,Oakland County,OAKLAND,AUBURN HILLS CITY; 1,2571,1838,532,141,273,319,30,8
P1637496000004,Wayne County,WAYNE,SOUTHGATE CITY; 4,2620,2308,186,163,658,551,43,11
P1258424000008,Oakland County,OAKLAND,WATERFORD TOWNSHIP; 8,2631,2488,46,105,521,910,64,13
P1256544007020,Oakland County,OAKLAND,PONTIAC CITY; Ward 7; Precinct 20,2621,272,2119,189,1038,61,8,4
P1258548000024,Oakland County,OAKLAND,WEST BLOOMFIELD TOWNSHIP; 24,2582,1890,297,33,690,581,13,6
P1638600000010,Wayne County,WAYNE,WESTLAND CITY; 10,2540,1945,415,130,381,191,24,7
P1258424000019,Oakland County,OAKLAND,WATERFORD TOWNSHIP; 19,2600,2347,115,291,504,587,55,19
P0092534000001,Antrim County,ANTRIM,ELK RAPIDS TOWNSHIP; 1,2631,2550,12,46,719,976,59,16
P0818894001007,Kent County,KENT,WYOMING CITY; Ward 1; Precinct 7,2619,2075,77,428,511,683,55,14
P1393188000014,Ottawa County,OTTAWA,GEORGETOWN TOWNSHIP; 14,2636,2524,19,57,321,1343,51,3
P0818894002020,Kent County,KENT,WYOMING CITY; Ward 2; Precinct 20,2576,1883,145,603,555,519,76,20
P1256903503001,Oakland County,OAKLAND,ROCHESTER HILLS CITY; Ward 1; Precinct 1,2610,2030,177,88,715,712,45,8
P1256903501006,Oakland County,OAKLAND,ROCHESTER HILLS CITY; Ward 1; Precinct 6,2431,2181,108,52,668,828,50,13
P1393864001002,Ottawa County,OTTAWA,HOLLAND CITY; Ward 1; Precinct 2,2545,1679,167,590,446,470,49,18
P1211966000004,Muskegon County,MUSKEGON,DALTON TOWNSHIP; 4,2611,2487,38,98,486,725,48,16
P1393188000007,Ottawa County,OTTAWA,GEORGETOWN TOWNSHIP; 7,2634,2547,9,33,338,1117,68,7
P1634900000009A,Wayne County,WAYNE,LIVONIA CITY; 9|A,2651,2508,32,53,635,947,45,11
P0997076000021,Macomb County,MACOMB,ST. CLAIR SHORES CITY; 21,2607,2491,23,56,471,724,64,23
P0757720000004,Jackson County,JACKSON,SUMMIT TOWNSHIP; 4,2623,2430,57,58,525,931,54,13
P0670690000001,Ionia County,IONIA,BELDING CITY; 1,2616,2482,10,135,246,509,59,19
P1075278000001,Mecosta County,MECOSTA,MECOSTA TOWNSHIP; 1,2615,2514,14,56,370,767,49,12
P1232616000001,Newaygo County,NEWAYGO,ENSLEY TOWNSHIP; 1,2635,2557,10,86,317,938,39,8
P0452152000005,Eaton County,EATON,DELTA TOWNSHIP; 5,2507,1754,425,193,807,417,46,14
P1476582000003,St. Clair County,ST. CLAIR,PORT HURON CITY; 3,2610,2411,85,110,409,588,53,21
P0998412000006,Macomb County,MACOMB,WASHINGTON TOWNSHIP; 6,2651,2566,16,32,527,1517,42,4
P0811308000004,Kent County,KENT,CANNON TOWNSHIP; 4,2621,2501,24,51,555,1031,71,9
P0995048000003,Macomb County,MACOMB,MACOMB TOWNSHIP; 3,2643,2437,49,49,402,803,43,9
P1634900000007A,Wayne County,WAYNE,LIVONIA CITY; 7|A,2637,2480,44,38,638,823,38,2
P0938116000003,Livingston County,LIVINGSTON,TYRONE TOWNSHIP; 3,2635,2547,9,54,532,1060,35,11
P1393188000010,Ottawa County,OTTAWA,GEORGETOWN TOWNSHIP; 10,2642,2546,18,56,428,1114,80,19
P1255944000003,Oakland County,OAKLAND,NOVI CITY; 3,2606,1829,374,67,765,521,36,14
P1637900000024,Wayne County,WAYNE,TAYLOR CITY; 24,2597,1549,901,142,590,248,17,9
P1636942000007,Wayne County,WAYNE,ROMULUS CITY; 7,2570,612,1814,51,1010,126,12,7
P1632200005125,Wayne County,WAYNE,DETROIT CITY; 125,2582,73,2429,16,793,17,3,4
P1251764000007,Oakland County,OAKLAND,COMMERCE TOWNSHIP; 7,2664,2588,15,44,566,1069,84,16
P0754142002002,Jackson County,JACKSON,JACKSON CITY; Ward 2; Precinct 2,2491,1887,355,179,323,236,19,12
P1393980001001,Ottawa County,OTTAWA,HUDSONVILLE CITY; Ward 1; Precinct 1,2612,2395,60,118,278,1004,59,13
P0054518000002,Allegan County,ALLEGAN,LAKETOWN TOWNSHIP; 2,2617,2455,27,157,459,1151,52,14
P0055200000001,Allegan County,ALLEGAN,MARTIN TOWNSHIP; 1,2629,2488,17,128,296,839,63,7
P0813400002028,Kent County,KENT,GRAND RAPIDS CITY; Ward 2; Precinct 28,2545,1890,337,271,714,404,71,33
P0873584000001,Lapeer County,LAPEER,HADLEY TOWNSHIP; 1,2655,2604,2,24,475,1099,69,12
P0456610000001,Eaton County,EATON,POTTERVILLE CITY; 1,2617,2466,34,149,452,654,81,18
P1597500000001,Van Buren County,VAN BUREN,SOUTH HAVEN TOWNSHIP; 1,2606,2075,271,288,463,566,40,17
P1632102000027,Wayne County,WAYNE,DEARBORN HEIGHTS CITY; 27,2605,2354,93,201,480,462,31,21
P0556334000002,Grand Traverse County,GD. TRAVERSE,PENINSULA TOWNSHIP; 2,2662,2580,2,31,970,1050,74,20
P1258548000016,Oakland County,OAKLAND,WEST BLOOMFIELD TOWNSHIP; 16,2656,2132,193,49,944,768,34,12
P0492900008056,Genesee County,GENESEE,FLINT CITY; Ward 8; Precinct 56,2572,1096,1330,71,1016,179,15,12
P1590314000005,Van Buren County,VAN BUREN,ANTWERP TOWNSHIP; 5,2616,2455,21,105,580,740,71,12
P0935164000002,Livingston County,LIVINGSTON,MARION TOWNSHIP; 2,2661,2583,2,42,532,1118,77,3
P1215914002007,Muskegon County,MUSKEGON,NORTON SHORES CITY; Ward 2; Precinct 7,2649,2521,38,53,670,795,52,17
P1636508000003,Wayne County,WAYNE,PLYMOUTH TOWNSHIP; 3,2653,2510,51,61,776,722,76,20
P1453020000001,Saginaw County,SAGINAW,FRANKENMUTH CITY; 1,2666,2588,16,48,482,1152,68,8
P0492900009058,Genesee County,GENESEE,FLINT CITY; Ward 9; Precinct 58,2569,2086,295,129,472,316,21,9
P0813400003059,Kent County,KENT,GRAND RAPIDS CITY; Ward 3; Precinct 59,2606,1880,572,132,1030,458,87,23
P0997646000039,Macomb County,MACOMB,STERLING HEIGHTS CITY; 39,2651,2498,76,52,489,725,37,14
P0811366000004,Kent County,KENT,CASCADE TOWNSHIP; 4,2646,2398,71,95,853,971,74,18
P0813400003056,Kent County,KENT,GRAND RAPIDS CITY; Ward 3; Precinct 56,2618,1826,536,125,787,533,67,15
P0492776000005,Genesee County,GENESEE,FENTON CITY; 5,2608,2418,71,68,400,593,63,15
P1637900000015,Wayne County,WAYNE,TAYLOR CITY; 15,2632,1992,500,125,691,489,29,7
P0774216000009,Kalamazoo County,KALAMAZOO,KALAMAZOO CITY; 9,2514,228,2091,99,913,31,6,5
P1455106000001,Saginaw County,SAGINAW,MAPLE GROVE TOWNSHIP; 1,2668,2596,21,41,561,841,72,14
P1472596000001,St. Clair County,ST. CLAIR,EMMETT TOWNSHIP; 1,2654,2571,11,73,342,924,49,10
P1631312000009,Wayne County,WAYNE,CANTON TOWNSHIP; 9,2647,2099,218,70,766,559,57,10
P1610300003003,Washtenaw County,WASHTENAW,ANN ARBOR CITY; Ward 3; Precinct 3,2599,2372,40,89,1663,139,35,14
P0771768000001,Kalamazoo County,KALAMAZOO,COMSTOCK TOWNSHIP; 1,2623,2398,82,103,480,753,65,19
P0210792000001,Berrien County,BERRIEN,BERTRAND TOWNSHIP; 1,2657,2555,27,38,442,965,54,9
P0216118000001,Berrien County,BERRIEN,ORONOKO TOWNSHIP; 1,2585,2219,158,181,481,877,89,15
P1631312000002,Wayne County,WAYNE,CANTON TOWNSHIP; 2,2618,2037,305,95,704,589,48,16
P0231702002001,Branch County,BRANCH,COLDWATER CITY; Ward 2; Precinct 1,2639,2496,19,131,377,591,46,17
P1252788000001,Oakland County,OAKLAND,FERNDALE CITY; 1,2642,2416,119,44,1402,365,72,29
P1630702000002,Wayne County,WAYNE,BELLEVILLE CITY; 2,2593,2034,419,91,493,376,30,12
P1255056000003,Oakland County,OAKLAND,MADISON HEIGHTS CITY; 3,2610,2259,140,79,522,397,32,13
P1373736000001,Otsego County,OTSEGO,HAYES TOWNSHIP; 1,2619,2519,5,25,341,923,41,23
P1252744000007,Oakland County,OAKLAND,FARMINGTON HILLS CITY; 7,2634,1870,282,21,972,689,45,5
P0998412000007,Macomb County,MACOMB,WASHINGTON TOWNSHIP; 7,2667,2599,15,38,469,1209,52,9
P0814282002013,Kent County,KENT,KENTWOOD CITY; Ward 2; Precinct 13,2595,1732,580,193,663,589,41,16
P0491206000001,Genesee County,GENESEE,BURTON CITY; 1,2622,2314,200,45,595,513,28,16
P0757998000001,Jackson County,JACKSON,TOMPKINS TOWNSHIP; 1,2671,2610,15,63,365,841,51,7
P0995048000010,Macomb County,MACOMB,MACOMB TOWNSHIP; 10,2585,2084,253,188,435,475,32,10
P0157962000001,Barry County,BARRY,THORNAPPLE TOWNSHIP; 1,2677,2610,20,48,357,1129,70,15
P0818296003009,Kent County,KENT,WALKER CITY; Ward 3; Precinct 9,2649,2411,83,133,542,770,85,21
P0991652000034,Macomb County,MACOMB,CLINTON TOWNSHIP; 34,2641,1797,713,69,844,462,61,10
P0493180000009,Genesee County,GENESEE,GENESEE TOWNSHIP; 9,2648,2510,42,114,609,538,50,27
P0491662000001,Genesee County,GENESEE,CLIO CITY; 1,2646,2519,28,84,468,514,57,22
P0211140000001,Berrien County,BERRIEN,BUCHANAN CITY; 1,2611,2164,290,101,417,532,56,10
P1635900000004,Wayne County,WAYNE,NORTHVILLE TOWNSHIP; 4,2659,2160,101,48,713,961,61,8
P1618916000020,Washtenaw County,WASHTENAW,YPSILANTI TOWNSHIP; 20,2560,1893,492,86,808,483,41,17
P1397584000001,Ottawa County,OTTAWA,SPRING LAKE TOWNSHIP; 1,2679,2571,21,80,604,833,80,18
P1497696000002,St. Joseph County,ST. JOSEPH,STURGIS CITY; 2,2571,1906,57,715,204,279,24,11
P0997282000025,Macomb County,MACOMB,SHELBY TOWNSHIP; 25,2671,2452,84,26,480,1004,40,11
P0372358000001,Clinton County,CLINTON,EAGLE TOWNSHIP; 1,2673,2593,23,66,593,896,71,14
P0998400004033,Macomb County,MACOMB,WARREN CITY; Ward 4; Precinct 33,2677,2503,67,45,612,802,58,17
P0431022000003,Dickinson County,DICKINSON,BREITUNG TOWNSHIP; 3,2685,2616,10,22,407,1022,46,4
P0813400003058,Kent County,KENT,GRAND RAPIDS CITY; Ward 3; Precinct 58,2584,1500,607,160,712,479,46,15
P1633558000006,Wayne County,WAYNE,GROSSE POINTE WOODS CITY; 6,2686,2490,101,41,718,1167,61,11
P1393864003007,Ottawa County,OTTAWA,HOLLAND CITY; Ward 3; Precinct 7,2575,1784,70,1096,455,331,57,19
P1256903504005,Oakland County,OAKLAND,ROCHESTER HILLS CITY; Ward 1; Precinct 5,2654,2377,37,57,526,833,50,18
P0658744000001,Ingham County,INGHAM,WILLIAMSTOWN TOWNSHIP; 1,2671,2587,12,52,826,813,77,13
P1258424000017,Oakland County,OAKLAND,WATERFORD TOWNSHIP; 17,2659,2274,192,203,599,616,54,19
P1150368000002,Monroe County,MONROE,ASH TOWNSHIP; 2,2681,2609,21,79,408,891,73,7
P1617756000005,Washtenaw County,WASHTENAW,SUPERIOR TOWNSHIP; 5,2637,2172,150,48,1011,759,65,19
P0998400005004,Macomb County,MACOMB,WARREN CITY; Ward 5; Precinct 4,2620,2066,253,46,555,437,28,15
P0774216000020,Kalamazoo County,KALAMAZOO,KALAMAZOO CITY; 20,2646,2272,240,90,1168,348,73,20
P0776556000019,Kalamazoo County,KALAMAZOO,PORTAGE CITY; 19,2563,1856,395,95,676,475,52,14
P0753770000002,Jackson County,JACKSON,HENRIETTA TOWNSHIP; 2,2678,2596,11,58,352,758,41,13
P1517154000001,Sanilac County,SANILAC,SANDUSKY CITY; 1,2679,2528,41,95,295,626,42,10
P1154626000002,Monroe County,MONROE,LA SALLE TOWNSHIP; 2,2690,2622,15,51,465,932,50,13
P1254040000005,Oakland County,OAKLAND,INDEPENDENCE TOWNSHIP; 5,2658,2492,47,37,596,1110,51,13
P1256110000009,Oakland County,OAKLAND,ORION TOWNSHIP; 9,2663,2242,182,105,572,729,77,24
P1634068004001,Wayne County,WAYNE,INKSTER CITY; Ward 4; Precinct 1,2639,1106,1421,100,880,159,21,13
P1257576000003,Oakland County,OAKLAND,SPRINGFIELD TOWNSHIP; 3,2675,2570,24,68,441,1003,65,11
P0811250000005,Kent County,KENT,CALEDONIA TOWNSHIP; 5,2666,2509,29,55,439,1085,84,11
P1633142000006,Wayne County,WAYNE,GARDEN CITY; 6,2662,2551,22,88,490,752,48,15
P1457052000004,Saginaw County,SAGINAW,SAGINAW CITY; 4,2570,540,1605,591,744,62,9,5
P1171908000001,Montcalm County,MONTCALM,CRYSTAL TOWNSHIP; 1,2689,2614,9,62,346,717,51,5
P0372214000001,Clinton County,CLINTON,DE WITT TOWNSHIP; 1,2686,2535,54,85,790,771,89,6
P0813400003065,Kent County,KENT,GRAND RAPIDS CITY; Ward 3; Precinct 65,2577,1072,1113,392,779,286,43,16
P0997282000009,Macomb County,MACOMB,SHELBY TOWNSHIP; 9,2647,2085,228,65,444,486,53,5
P1215914002010,Muskegon County,MUSKEGON,NORTON SHORES CITY; Ward 2; Precinct 10,2690,2540,35,99,727,809,76,28
P0495616000001,Genesee County,GENESEE,MUNDY TOWNSHIP; 1,2667,2271,305,99,743,648,49,17
P1251764000014,Oakland County,OAKLAND,COMMERCE TOWNSHIP; 14,2647,2471,30,179,360,548,38,12
P1256110000004,Oakland County,OAKLAND,ORION TOWNSHIP; 4,2696,2560,21,70,525,1012,72,16
P1631122000005,Wayne County,WAYNE,BROWNSTOWN TOWNSHIP; 5,2760,2143,314,164,586,437,36,5
P1257004000022,Oakland County,OAKLAND,ROYAL OAK CITY; 22,2683,2311,258,40,897,634,52,21
P0992429000005,Macomb County,MACOMB,EASTPOINTE CITY; 5,2635,2092,425,45,738,422,41,9
P1252744000004,Oakland County,OAKLAND,FARMINGTON HILLS CITY; 4,2707,1992,462,56,1163,626,28,3
P1251004000002,Oakland County,OAKLAND,BRANDON TOWNSHIP; 2,2693,2587,13,47,462,1057,69,13
P1631312000008,Wayne County,WAYNE,CANTON TOWNSHIP; 8,2701,2086,158,38,781,768,47,17
P0816908000001,Kent County,KENT,ROCKFORD CITY; 1,2673,2538,24,119,587,642,68,16
P1390136000004,Ottawa County,OTTAWA,ALLENDALE TOWNSHIP; 4,2650,2378,83,187,433,800,71,30
P1610300002007,Washtenaw County,WASHTENAW,ANN ARBOR CITY; Ward 2; Precinct 7,2666,1845,81,74,1220,220,27,16
P1618510000001,Washtenaw County,WASHTENAW,WEBSTER TOWNSHIP; 1,2678,2524,24,49,680,608,44,16
P1254040000009,Oakland County,OAKLAND,INDEPENDENCE TOWNSHIP; 9,2680,2498,57,75,562,1118,60,10
P1632102000013,Wayne County,WAYNE,DEARBORN HEIGHTS CITY; 13,2646,2337,96,141,539,381,35,35
P0935164000004,Livingston County,LIVINGSTON,MARION TOWNSHIP; 4,2724,2675,2,46,398,1150,61,4
P1252744000005,Oakland County,OAKLAND,FARMINGTON HILLS CITY; 5,2675,2046,254,32,757,607,28,6
P0214760000004,Berrien County,BERRIEN,LINCOLN TOWNSHIP; 4,2692,2517,40,55,488,999,84,11
P0654600004039,Ingham County,INGHAM,LANSING CITY; Ward 4; Precinct 39,2553,1541,574,283,784,155,30,17
P1258070000003,Oakland County,OAKLAND,TROY CITY; 3,2692,2247,111,37,572,791,58,10
P0550888000002,Grand Traverse County,GD. TRAVERSE,BLAIR TOWNSHIP; 2,2683,2560,2,62,421,884,61,10
P1391880000001,Ottawa County,OTTAWA,CROCKERY TOWNSHIP; 1,2691,2578,19,80,471,819,91,19
P0250592005008,Calhoun County,CALHOUN,BATTLE CREEK CITY; 8,2674,2404,67,96,659,890,61,14
P1256544001003,Oakland County,OAKLAND,PONTIAC CITY; Ward 1; Precinct 3,2672,592,1907,181,1071,99,17,6
P1393336000006,Ottawa County,OTTAWA,GRAND HAVEN TOWNSHIP; 6,2668,2498,5,169,499,710,74,26
P1256204000006,Oakland County,OAKLAND,OXFORD TOWNSHIP; 6,2713,2626,13,51,437,1099,64,14
P0476806000014,Emmet County,EMMET,RESORT TOWNSHIP; 14,2697,2535,11,27,596,1012,78,16
P0992429000002,Macomb County,MACOMB,EASTPOINTE CITY; 2,2621,1929,544,53,880,382,33,11
P0751776000001,Jackson County,JACKSON,CONCORD TOWNSHIP; 1,2723,2673,8,43,351,945,65,8
P1250410500002,Oakland County,OAKLAND,AUBURN HILLS CITY; 2,2658,1380,515,92,662,315,32,20
P1610300005010,Washtenaw County,WASHTENAW,ANN ARBOR CITY; Ward 5; Precinct 10,2628,2082,288,107,1253,298,44,31
P0637220000001,Huron County,HURON,SEBEWAING TOWNSHIP; 1,2724,2656,6,100,324,944,44,8
P1610300001001,Washtenaw County,WASHTENAW,ANN ARBOR CITY; Ward 1; Precinct 1,2652,1864,152,113,1250,137,35,16
P0811850000003,Kent County,KENT,COURTLAND TOWNSHIP; 3,2703,2598,11,44,444,1064,60,17
P1638494000003,Wayne County,WAYNE,WAYNE CITY; 3,2671,1913,598,97,645,396,41,26
P0278492000001,Cass County,CASS,WAYNE TOWNSHIP; 1,2654,2441,46,83,348,716,54,15
P0818296001003,Kent County,KENT,WALKER CITY; Ward 1; Precinct 3,2682,2390,77,143,609,702,63,15
P1495300000001,St. Joseph County,ST. JOSEPH,MENDON TOWNSHIP; 1,2719,2625,29,41,454,760,60,15
P0813400002036,Kent County,KENT,GRAND RAPIDS CITY; Ward 2; Precinct 36,2686,1640,881,234,356,230,35,12
P0052812000001,Allegan County,ALLEGAN,FILLMORE TOWNSHIP; 1,2681,2483,13,174,227,1163,39,10
P1256544005014,Oakland County,OAKLAND,PONTIAC CITY; Ward 5; Precinct 14,2588,721,1454,434,636,99,21,7
P0935164000001,Livingston County,LIVINGSTON,MARION TOWNSHIP; 1,2700,2607,4,51,448,1095,66,10
P1253872000004,Oakland County,OAKLAND,HOLLY TOWNSHIP; 4,2708,2444,129,53,574,957,67,8
P1634068003001,Wayne County,WAYNE,INKSTER CITY; Ward 3; Precinct 1,2608,235,2219,44,836,29,4,5
P0211734000001,Berrien County,BERRIEN,COLOMA TOWNSHIP; 1,2698,2557,25,98,332,896,48,7
P1255982000006,Oakland County,OAKLAND,OAKLAND TOWNSHIP; 6,2714,2500,30,37,460,1044,58,12
P1255944000015,Oakland County,OAKLAND,NOVI CITY; 15,2711,2143,55,69,696,750,42,8
P1634900000034A,Wayne County,WAYNE,LIVONIA CITY; 34|A,2724,2557,66,53,746,683,68,16
P1153082000006,Monroe County,MONROE,FRENCHTOWN TOWNSHIP; 6,2692,2594,12,72,445,644,47,21
P1632102000026,Wayne County,WAYNE,DEARBORN HEIGHTS CITY; 26,2678,2427,106,189,459,496,53,20
P0998400002057,Macomb County,MACOMB,WARREN CITY; Ward 2; Precinct 57,2698,2376,143,28,530,595,41,18
P0956350000001,Luce County,LUCE,PENTLAND TOWNSHIP; 1,2674,1711,726,33,197,478,27,7
P1218678000001,Muskegon County,MUSKEGON,WHITE RIVER TOWNSHIP; 1,2706,2570,37,74,317,458,43,10
P1215634000003,Muskegon County,MUSKEGON,MUSKEGON TOWNSHIP; 3,2707,2495,109,96,565,768,51,18
P1578184000001,Tuscola County,TUSCOLA,VASSAR CITY; 1,2697,2356,237,80,389,692,45,10
P0654600002013,Ingham County,INGHAM,LANSING CITY; Ward 2; Precinct 13,2636,1687,567,408,710,338,48,16
P1370478000002,Otsego County,OTSEGO,BAGLEY TOWNSHIP; 2,2731,2654,8,32,409,947,73,18
P0753450000001,Jackson County,JACKSON,GRASS LAKE TOWNSHIP; 1,2724,2645,20,54,479,960,67,18
P0991130000002,Macomb County,MACOMB,BRUCE TOWNSHIP; 2,2742,2671,13,37,467,1285,48,10
P1150674000014,Monroe County,MONROE,BEDFORD TOWNSHIP; 14,2681,2475,49,121,431,477,37,2
P1631312000017,Wayne County,WAYNE,CANTON TOWNSHIP; 17,2701,2084,153,105,745,722,58,17
P0652142000008,Ingham County,INGHAM,DELHI TOWNSHIP; 8,2701,2500,57,124,825,676,94,16
P1171400000001,Montcalm County,MONTCALM,CATO TOWNSHIP; 1,2735,2666,6,83,396,796,52,19
P1255944000018,Oakland County,OAKLAND,NOVI CITY; 18,2732,2451,47,68,762,902,65,7
P0491990000001,Genesee County,GENESEE,DAVISON TOWNSHIP; 1,2712,2547,71,98,497,740,41,19
P1035192000001,Marquette County,MARQUETTE,MARQUETTE TOWNSHIP; 1,2705,2546,14,20,798,681,75,22
P1633142000002,Wayne County,WAYNE,GARDEN CITY; 2,2708,2496,84,95,504,639,57,12
P1214516000003,Muskegon County,MUSKEGON,LAKETON TOWNSHIP; 3,2682,2462,89,77,577,721,63,21
P0491990000005,Genesee County,GENESEE,DAVISON TOWNSHIP; 5,2649,2339,140,126,519,517,43,17
P1393866000003,Ottawa County,OTTAWA,HOLLAND TOWNSHIP; 3,2701,2278,36,437,510,862,61,18
P0991534000001,Macomb County,MACOMB,CHESTERFIELD TOWNSHIP; 1,2752,2544,108,63,506,801,49,9
P0813416000002,Kent County,KENT,GRANDVILLE CITY; 2,2675,2432,57,251,479,765,92,18
P1636762500022,Wayne County,WAYNE,REDFORD TOWNSHIP; 22,2715,1413,1162,101,1018,234,30,14
P1258424000025,Oakland County,OAKLAND,WATERFORD TOWNSHIP; 25,2609,2481,45,87,584,769,68,15
P1252744000019,Oakland County,OAKLAND,FARMINGTON HILLS CITY; 19,2685,1771,673,40,1074,477,47,11
